Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Duration_Days,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
24/06/2018,מקסיקו,צפון אמריקה,רעידת אדמה,5.9 ריכטר,612,1,נזק קל בלבד,191,24845,98,קריטית,כן
13/04/2024,מקסיקו,צפון אמריקה,רעידת אדמה,8.4 ריכטר,110,2,נזק קל בלבד,22,8075,722,גבוהה,לא
10/10/2003,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 11 מטר,295,3,קריסת מערכות מוחלטת,147,40907,191,קריטית,כן
31/08/2014,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 2.6 מטר,332,14,הרס נרחב,48,32944,129,גבוהה,לא
30/01/2006,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,9257,12,נזק חלקי לתשתיות,62,32029,1903,קריטית,כן
05/05/2009,איטליה,אירופה,שיטפון,מפלס מים 1.3 מטר,1667,8,הרס נרחב,270,24267,314,קריטית,כן
22/06/2004,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,9250,53,נזק קל בלבד,106,41873,823,גבוהה,לא
06/04/2013,יפן,אסיה,הוריקן,דרגה 5,6364,13,נזק קל בלבד,98,49174,21,גבוהה,לא
27/02/2024,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 1.2 מטר,375,12,קריסת מערכות מוחלטת,27,18287,1051,קריטית,כן
27/09/2004,צ'ילה,דרום אמריקה,צונאמי,גלים בגובה 15 מטר,71,1,הרס נרחב,25,28680,28,גבוהה,לא
30/05/2007,קנדה,צפון אמריקה,הוריקן,דרגה 4,2879,5,הרס נרחב,187,6291,368,קריטית,כן
23/09/2025,טורקיה,אירופה,שיטפון,מפלס מים 0.9 מטר,442,26,נזק קל בלבד,122,35150,816,גבוהה,כן
20/07/2006,אוסטרליה,אוקיאניה,רעידת אדמה,7.8 ריכטר,127,2,נזק חלקי לתשתיות,103,42122,563,גבוהה,כן
16/04/2013,איטליה,אירופה,שיטפון,מפלס מים 3.0 מטר,537,24,הרס נרחב,277,40138,1974,קריטית,כן
23/07/2013,יפן,אסיה,שריפת יער,סכנה קיצונית,14068,28,הרס נרחב,102,7115,947,גבוהה,כן
13/03/2005,יפן,אסיה,שיטפון,מפלס מים 0.7 מטר,2465,10,נזק קל בלבד,27,23649,1506,קריטית,כן
22/07/2006,טורקיה,אירופה,הוריקן,דרגה 5,3134,3,נזק קל בלבד,83,36073,1593,קריטית,כן
17/07/2012,אינדונזיה,אסיה,שיטפון,מפלס מים 2.7 מטר,2631,5,קריסת מערכות מוחלטת,249,7231,171,קריטית,כן
23/11/2013,טורקיה,אירופה,הוריקן,דרגה 5,12954,10,נזק חלקי לתשתיות,196,10005,587,קריטית,כן
09/01/2015,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 2.5 מטר,525,28,הרס נרחב,99,20669,113,גבוהה,כן
22/05/2012,קנדה,צפון אמריקה,רעידת אדמה,4.9 ריכטר,64,1,קריסת מערכות מוחלטת,300,3963,1471,קריטית,כן
13/03/2016,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,4117,5,נזק קל בלבד,283,14044,291,קריטית,כן
01/09/2020,אוסטרליה,אוקיאניה,רעידת אדמה,6.8 ריכטר,308,1,נזק חלקי לתשתיות,288,43273,1816,קריטית,כן
19/05/2012,אינדונזיה,אסיה,רעידת אדמה,5.0 ריכטר,705,2,הרס נרחב,60,3091,1558,קריטית,כן
26/09/2023,"ארה""ב",צפון אמריקה,צונאמי,גלים בגובה 15 מטר,284,1,קריסת מערכות מוחלטת,230,19053,1717,קריטית,כן
31/10/2001,יפן,אסיה,צונאמי,גלים בגובה 15 מטר,89,3,קריסת מערכות מוחלטת,172,40501,1461,קריטית,כן
19/04/2023,הודו,אסיה,שריפת יער,סכנה קיצונית,21680,30,נזק קל בלבד,35,25350,1056,גבוהה,כן
04/09/2008,קנדה,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,297,3,קריסת מערכות מוחלטת,250,1827,1924,קריטית,כן
01/05/2018,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,12146,21,הרס נרחב,100,38183,166,גבוהה,כן
20/08/2011,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,8378,52,נזק חלקי לתשתיות,37,31403,1124,גבוהה,כן
05/05/2003,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,18419,12,נזק קל בלבד,256,22581,145,קריטית,כן
16/03/2008,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,12203,8,נזק קל בלבד,117,30717,1608,קריטית,כן
20/11/2009,אינדונזיה,אסיה,צונאמי,גלים בגובה 11 מטר,222,2,נזק חלקי לתשתיות,241,8174,1641,קריטית,כן
11/08/2017,קנדה,צפון אמריקה,צונאמי,גלים בגובה 11 מטר,209,3,נזק חלקי לתשתיות,242,34015,248,קריטית,כן
25/03/2008,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,22218,7,הרס נרחב,58,28538,1753,קריטית,כן
02/04/2026,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 1.6 מטר,794,10,נזק קל בלבד,33,25225,1888,קריטית,כן
22/12/2015,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 11 מטר,122,3,נזק חלקי לתשתיות,170,44118,1299,קריטית,כן
10/08/2016,אינדונזיה,אסיה,רעידת אדמה,7.5 ריכטר,744,4,הרס נרחב,176,4004,788,קריטית,כן
03/11/2021,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,5131,12,נזק חלקי לתשתיות,26,1580,77,בינונית,לא
20/05/2015,טורקיה,אירופה,שיטפון,מפלס מים 2.9 מטר,1194,25,נזק חלקי לתשתיות,240,17090,1459,קריטית,כן
11/10/2020,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,9020,9,קריסת מערכות מוחלטת,162,42425,402,קריטית,כן
01/05/2022,הודו,אסיה,שריפת יער,סכנה קיצונית,24230,35,הרס נרחב,214,9778,1343,קריטית,כן
17/06/2017,"ארה""ב",צפון אמריקה,שיטפון,מפלס מים 1.3 מטר,2336,4,נזק חלקי לתשתיות,88,28417,1978,קריטית,כן
12/12/2001,אינדונזיה,אסיה,צונאמי,גלים בגובה 5 מטר,80,2,הרס נרחב,87,3233,788,גבוהה,כן
17/09/2020,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.1 מטר,2752,24,נזק חלקי לתשתיות,255,41621,802,קריטית,כן
22/04/2003,אינדונזיה,אסיה,שיטפון,מפלס מים 2.0 מטר,317,24,נזק חלקי לתשתיות,143,39824,834,גבוהה,כן
18/09/2006,"ארה""ב",צפון אמריקה,רעידת אדמה,7.1 ריכטר,77,4,קריסת מערכות מוחלטת,155,6114,142,קריטית,כן
19/06/2000,הודו,אסיה,הוריקן,דרגה 2,1320,10,נזק חלקי לתשתיות,165,11902,137,קריטית,כן
15/08/2003,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,22319,31,נזק קל בלבד,106,5633,101,גבוהה,לא
05/05/2006,איטליה,אירופה,שריפת יער,סכנה קיצונית,23099,30,הרס נרחב,171,41364,1509,קריטית,כן
05/05/2024,אוסטרליה,אוקיאניה,שיטפון,מפלס מים 1.0 מטר,2049,22,נזק קל בלבד,55,22752,554,גבוהה,לא
09/07/2008,צ'ילה,דרום אמריקה,שיטפון,מפלס מים 3.3 מטר,2099,7,נזק חלקי לתשתיות,131,24526,734,גבוהה,כן
11/05/2007,הודו,אסיה,צונאמי,גלים בגובה 5 מטר,255,3,נזק קל בלבד,176,1121,942,קריטית,כן
08/05/2013,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 2.0 מטר,1274,18,נזק קל בלבד,38,26790,1921,קריטית,כן
17/11/2017,אינדונזיה,אסיה,הוריקן,דרגה 5,10200,13,נזק חלקי לתשתיות,71,39698,1047,גבוהה,כן
24/04/2000,איטליה,אירופה,שריפת יער,סכנה קיצונית,17261,12,נזק חלקי לתשתיות,290,45498,1649,קריטית,כן
19/11/2017,איטליה,אירופה,הוריקן,דרגה 1,7025,14,קריסת מערכות מוחלטת,227,35150,1126,קריטית,כן
11/10/2019,אוסטרליה,אוקיאניה,הוריקן,דרגה 4,4797,5,נזק חלקי לתשתיות,174,24795,981,קריטית,כן
17/05/2001,אינדונזיה,אסיה,צונאמי,גלים בגובה 5 מטר,50,3,נזק חלקי לתשתיות,130,12283,63,גבוהה,לא
16/09/2003,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,1984,56,קריסת מערכות מוחלטת,283,35205,1697,קריטית,כן
07/07/2020,יפן,אסיה,שיטפון,מפלס מים 1.2 מטר,512,3,נזק קל בלבד,102,40729,887,גבוהה,כן
16/07/2008,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,21428,30,קריסת מערכות מוחלטת,236,21184,1925,קריטית,כן
22/07/2003,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,1921,9,נזק קל בלבד,120,42976,413,גבוהה,לא
15/10/2013,איטליה,אירופה,רעידת אדמה,5.3 ריכטר,415,1,נזק חלקי לתשתיות,11,31589,1214,קריטית,כן
10/03/2011,יפן,אסיה,שיטפון,מפלס מים 3.8 מטר,2509,12,נזק קל בלבד,123,34626,1738,קריטית,כן
19/10/2014,הודו,אסיה,שריפת יער,סכנה קיצונית,12662,8,הרס נרחב,215,48572,460,קריטית,כן
28/10/2013,קנדה,צפון אמריקה,הוריקן,דרגה 3,11716,8,נזק קל בלבד,99,39524,1661,קריטית,כן
08/09/2006,מקסיקו,צפון אמריקה,שריפת יער,סכנה קיצונית,16084,31,נזק חלקי לתשתיות,98,30416,1016,גבוהה,לא
21/12/2008,אוסטרליה,אוקיאניה,שריפת יער,סכנה קיצונית,9696,59,הרס נרחב,98,34002,1999,קריטית,כן
20/05/2020,איטליה,אירופה,רעידת אדמה,6.1 ריכטר,330,2,הרס נרחב,229,43068,1868,קריטית,כן
11/03/2014,אינדונזיה,אסיה,שריפת יער,סכנה קיצונית,7512,55,קריסת מערכות מוחלטת,44,26039,884,קריטית,כן
28/03/2022,קנדה,צפון אמריקה,הוריקן,דרגה 5,1348,3,נזק קל בלבד,123,21133,1305,קריטית,כן
28/06/2006,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 0.8 מטר,1081,25,קריסת מערכות מוחלטת,125,5303,1182,קריטית,כן
11/10/2016,הודו,אסיה,שריפת יער,סכנה קיצונית,10856,45,נזק קל בלבד,251,37428,164,קריטית,כן
04/11/2024,יפן,אסיה,שריפת יער,סכנה קיצונית,23543,55,הרס נרחב,218,24289,795,קריטית,כן
14/05/2016,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,9316,11,קריסת מערכות מוחלטת,72,34549,443,קריטית,כן
26/05/2000,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 3 מטר,172,2,קריסת מערכות מוחלטת,142,41828,111,קריטית,כן
02/08/2006,קנדה,צפון אמריקה,הוריקן,דרגה 2,8011,5,קריסת מערכות מוחלטת,104,10386,1537,קריטית,כן
12/02/2001,איטליה,אירופה,רעידת אדמה,5.2 ריכטר,775,3,הרס נרחב,159,26298,633,קריטית,כן
17/05/2010,הודו,אסיה,צונאמי,גלים בגובה 12 מטר,223,1,נזק חלקי לתשתיות,60,12756,352,גבוהה,כן
19/05/2008,הודו,אסיה,צונאמי,גלים בגובה 15 מטר,137,1,הרס נרחב,69,48682,1092,גבוהה,לא
22/07/2023,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 10 מטר,180,1,נזק קל בלבד,24,27084,1180,גבוהה,לא
25/03/2005,קנדה,צפון אמריקה,צונאמי,גלים בגובה 7 מטר,48,2,נזק חלקי לתשתיות,240,21890,1307,קריטית,כן
02/03/2023,אינדונזיה,אסיה,שיטפון,מפלס מים 0.9 מטר,1991,22,קריסת מערכות מוחלטת,67,8577,152,קריטית,כן
18/03/2016,צ'ילה,דרום אמריקה,רעידת אדמה,5.7 ריכטר,651,1,נזק חלקי לתשתיות,57,13361,1645,קריטית,כן
24/02/2009,הודו,אסיה,שיטפון,מפלס מים 3.4 מטר,169,27,הרס נרחב,186,14074,337,קריטית,כן
03/05/2019,אוסטרליה,אוקיאניה,רעידת אדמה,5.3 ריכטר,205,4,קריסת מערכות מוחלטת,225,142,1317,קריטית,כן
28/12/2010,מקסיקו,צפון אמריקה,רעידת אדמה,5.1 ריכטר,99,4,קריסת מערכות מוחלטת,148,28996,1179,קריטית,כן
08/11/2022,אינדונזיה,אסיה,רעידת אדמה,5.5 ריכטר,610,4,נזק קל בלבד,119,19733,143,גבוהה,לא
02/11/2010,הודו,אסיה,הוריקן,דרגה 1,5849,13,נזק קל בלבד,175,35883,1926,קריטית,כן
31/08/2004,טורקיה,אירופה,הוריקן,דרגה 3,8824,9,נזק קל בלבד,96,204,372,גבוהה,לא
03/07/2004,איטליה,אירופה,רעידת אדמה,7.3 ריכטר,196,1,נזק קל בלבד,275,48797,1074,קריטית,כן
28/10/2001,מקסיקו,צפון אמריקה,צונאמי,גלים בגובה 10 מטר,75,2,הרס נרחב,153,21881,260,קריטית,כן
10/06/2020,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,8715,4,נזק קל בלבד,71,18531,1936,קריטית,כן
10/02/2020,איטליה,אירופה,הוריקן,דרגה 1,10958,7,נזק חלקי לתשתיות,272,3830,1202,קריטית,כן
27/02/2023,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,3960,3,הרס נרחב,51,15051,814,גבוהה,כן
02/06/2004,איטליה,אירופה,שיטפון,מפלס מים 3.4 מטר,1926,13,קריסת מערכות מוחלטת,204,40390,1510,קריטית,כן
26/02/2020,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,4733,10,נזק קל בלבד,37,5323,1366,קריטית,כן
09/03/2010,איטליה,אירופה,שיטפון,מפלס מים 3.9 מטר,2637,16,קריסת מערכות מוחלטת,292,13372,806,קריטית,כן
28/10/2023,איטליה,אירופה,שריפת יער,סכנה קיצונית,1258,17,הרס נרחב,200,48968,1605,קריטית,כן
27/01/2023,הודו,אסיה,רעידת אדמה,7.5 ריכטר,411,2,נזק קל בלבד,37,3031,291,בינונית,לא
04/01/2020,הודו,אסיה,צונאמי,גלים בגובה 13 מטר,102,2,הרס נרחב,250,48148,1085,קריטית,כן
24/01/2013,אוסטרליה,אוקיאניה,צונאמי,גלים בגובה 10 מטר,13,3,קריסת מערכות מוחלטת,1,39465,379,קריטית,כן
10/01/2002,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,9843,9,הרס נרחב,127,8568,1346,קריטית,כן
23/10/2013,אוסטרליה,אוקיאניה,רעידת אדמה,7.0 ריכטר,587,1,נזק חלקי לתשתיות,82,25719,412,גבוהה,כן
01/01/2012,אינדונזיה,אסיה,צונאמי,גלים בגובה 6 מטר,150,2,הרס נרחב,131,16107,1885,קריטית,כן
04/01/2014,יפן,אסיה,רעידת אדמה,6.9 ריכטר,427,3,קריסת מערכות מוחלטת,134,24382,1933,קריטית,כן
23/10/2021,יפן,אסיה,צונאמי,גלים בגובה 13 מטר,50,1,נזק חלקי לתשתיות,152,45135,1595,קריטית,כן
12/10/2019,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,7478,59,נזק קל בלבד,179,2777,589,קריטית,כן
25/07/2021,טורקיה,אירופה,צונאמי,גלים בגובה 11 מטר,99,1,נזק קל בלבד,251,43325,1551,קריטית,כן
29/12/2007,הודו,אסיה,רעידת אדמה,8.2 ריכטר,551,3,הרס נרחב,93,23702,357,גבוהה,כן
14/11/2015,טורקיה,אירופה,שיטפון,מפלס מים 2.1 מטר,1507,3,הרס נרחב,223,11024,517,קריטית,כן
18/11/2008,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,7909,54,הרס נרחב,162,8097,635,קריטית,כן
20/01/2005,הודו,אסיה,שיטפון,מפלס מים 2.5 מטר,1291,18,נזק חלקי לתשתיות,263,5760,1027,קריטית,כן
16/05/2007,איטליה,אירופה,צונאמי,גלים בגובה 4 מטר,94,1,הרס נרחב,82,34372,880,גבוהה,כן
28/06/2000,קנדה,צפון אמריקה,שריפת יער,סכנה קיצונית,5485,44,נזק קל בלבד,124,23791,114,גבוהה,לא
04/10/2019,מקסיקו,צפון אמריקה,שיטפון,מפלס מים 1.2 מטר,2516,3,נזק קל בלבד,275,13384,721,קריטית,כן
17/09/2011,צ'ילה,דרום אמריקה,רעידת אדמה,5.9 ריכטר,396,1,נזק קל בלבד,123,2800,993,גבוהה,כן
05/07/2008,"ארה""ב",צפון אמריקה,שריפת יער,סכנה קיצונית,20729,50,נזק חלקי לתשתיות,288,2809,1918,קריטית,כן
07/03/2000,קנדה,צפון אמריקה,הוריקן,דרגה 4,9235,6,קריסת מערכות מוחלטת,291,24300,1080,קריטית,כן
30/01/2009,קנדה,צפון אמריקה,צונאמי,גלים בגובה 9 מטר,48,2,קריסת מערכות מוחלטת,17,11277,1723,קריטית,כן
31/08/2006,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,9649,12,נזק קל בלבד,175,19649,1261,קריטית,כן
05/05/2007,הודו,אסיה,רעידת אדמה,6.0 ריכטר,761,2,קריסת מערכות מוחלטת,94,36748,1070,קריטית,כן
