Date,Country,Continent,Disaster_Type,Magnitude,Affected_Area_sqkm,Infrastructure_Damage,Fatalities,Evacuated_People,Economic_Damage_Millions,Alert_Level,International_Aid_Required
13/09/2019,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,6260,קריסת מערכות מוחלטת,219,24371,750,קריטית,כן
06/11/2010,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,1880,קריסת מערכות מוחלטת,71,33178,111,קריטית,כן
01/03/2003,קנדה,צפון אמריקה,הוריקן,דרגה 1,8690,קריסת מערכות מוחלטת,39,42922,884,קריטית,כן
19/04/2014,אינדונזיה,אסיה,הוריקן,דרגה 5,14226,קריסת מערכות מוחלטת,47,2029,901,קריטית,כן
01/12/2000,קנדה,צפון אמריקה,הוריקן,דרגה 4,9257,קריסת מערכות מוחלטת,191,22289,1343,קריטית,כן
15/04/2005,איטליה,אירופה,הוריקן,דרגה 5,1069,קריסת מערכות מוחלטת,173,37107,76,קריטית,כן
31/03/2024,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,5507,קריסת מערכות מוחלטת,65,202,1885,קריטית,כן
02/10/2010,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,5035,קריסת מערכות מוחלטת,251,3876,1104,קריטית,כן
06/06/2003,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,13494,קריסת מערכות מוחלטת,224,24337,1305,קריטית,כן
26/05/2020,איטליה,אירופה,הוריקן,דרגה 4,14260,קריסת מערכות מוחלטת,36,31215,1205,קריטית,כן
06/07/2012,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,13880,קריסת מערכות מוחלטת,10,25570,1324,קריטית,כן
14/01/2014,יפן,אסיה,הוריקן,דרגה 3,3518,קריסת מערכות מוחלטת,174,28652,958,קריטית,כן
22/10/2004,טורקיה,אירופה,הוריקן,דרגה 1,3793,קריסת מערכות מוחלטת,218,8867,193,קריטית,כן
01/12/2016,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,3701,קריסת מערכות מוחלטת,65,48102,584,קריטית,כן
02/12/2023,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,5619,קריסת מערכות מוחלטת,138,23602,1201,קריטית,כן
24/07/2003,איטליה,אירופה,הוריקן,דרגה 3,6879,קריסת מערכות מוחלטת,268,25536,1544,קריטית,כן
28/02/2017,הודו,אסיה,הוריקן,דרגה 1,3593,קריסת מערכות מוחלטת,8,37284,1692,קריטית,כן
05/04/2004,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,11770,קריסת מערכות מוחלטת,11,9795,274,קריטית,כן
30/10/2024,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,12222,קריסת מערכות מוחלטת,57,45037,311,קריטית,כן
11/01/2011,איטליה,אירופה,הוריקן,דרגה 1,2284,קריסת מערכות מוחלטת,253,22983,408,קריטית,כן
10/06/2010,יפן,אסיה,הוריקן,דרגה 4,8142,קריסת מערכות מוחלטת,261,41397,1527,קריטית,כן
03/01/2008,איטליה,אירופה,הוריקן,דרגה 1,2887,קריסת מערכות מוחלטת,252,48103,852,קריטית,כן
19/09/2020,הודו,אסיה,הוריקן,דרגה 3,4800,קריסת מערכות מוחלטת,53,29461,664,קריטית,כן
16/07/2024,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,11188,קריסת מערכות מוחלטת,212,4416,521,קריטית,כן
16/10/2004,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,11669,קריסת מערכות מוחלטת,207,28824,1279,קריטית,כן
06/11/2002,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,3107,קריסת מערכות מוחלטת,241,46359,601,קריטית,כן
21/11/2010,הודו,אסיה,הוריקן,דרגה 1,3744,קריסת מערכות מוחלטת,96,48329,1183,קריטית,כן
09/02/2022,קנדה,צפון אמריקה,הוריקן,דרגה 2,13173,קריסת מערכות מוחלטת,212,10435,507,קריטית,כן
29/01/2026,הודו,אסיה,הוריקן,דרגה 3,9767,קריסת מערכות מוחלטת,239,6199,963,קריטית,כן
12/10/2013,טורקיה,אירופה,הוריקן,דרגה 5,12289,קריסת מערכות מוחלטת,46,8029,756,קריטית,כן
21/04/2016,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,14147,קריסת מערכות מוחלטת,154,28760,1119,קריטית,כן
07/05/2006,יפן,אסיה,הוריקן,דרגה 1,6203,קריסת מערכות מוחלטת,290,10007,608,קריטית,כן
25/09/2018,צ'ילה,דרום אמריקה,הוריקן,דרגה 1,8777,קריסת מערכות מוחלטת,58,27648,1876,קריטית,כן
10/06/2009,הודו,אסיה,הוריקן,דרגה 1,8223,קריסת מערכות מוחלטת,51,21870,921,קריטית,כן
12/10/2005,טורקיה,אירופה,הוריקן,דרגה 4,11226,קריסת מערכות מוחלטת,267,25417,277,קריטית,כן
22/10/2016,טורקיה,אירופה,הוריקן,דרגה 2,13213,קריסת מערכות מוחלטת,41,2311,616,קריטית,כן
09/12/2007,אינדונזיה,אסיה,הוריקן,דרגה 1,6399,קריסת מערכות מוחלטת,86,8637,990,קריטית,כן
14/06/2015,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,10637,קריסת מערכות מוחלטת,201,39205,25,קריטית,כן
12/01/2014,טורקיה,אירופה,הוריקן,דרגה 1,5700,קריסת מערכות מוחלטת,185,12322,1801,קריטית,כן
27/01/2013,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,11757,קריסת מערכות מוחלטת,26,29704,1144,קריטית,כן
03/10/2025,טורקיה,אירופה,הוריקן,דרגה 5,6714,קריסת מערכות מוחלטת,243,33028,1486,קריטית,כן
31/05/2016,הודו,אסיה,הוריקן,דרגה 2,14048,קריסת מערכות מוחלטת,63,44612,398,קריטית,כן
14/07/2017,הודו,אסיה,הוריקן,דרגה 4,9163,קריסת מערכות מוחלטת,148,40894,1814,קריטית,כן
08/12/2005,טורקיה,אירופה,הוריקן,דרגה 3,8786,קריסת מערכות מוחלטת,160,4297,368,קריטית,כן
23/08/2011,יפן,אסיה,הוריקן,דרגה 5,7866,קריסת מערכות מוחלטת,117,13299,828,קריטית,כן
25/12/2016,הודו,אסיה,הוריקן,דרגה 2,1481,קריסת מערכות מוחלטת,141,30048,28,קריטית,כן
31/07/2007,יפן,אסיה,הוריקן,דרגה 3,13936,קריסת מערכות מוחלטת,143,32987,831,קריטית,כן
23/12/2016,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,13741,קריסת מערכות מוחלטת,124,11640,1358,קריטית,כן
09/05/2014,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,6944,קריסת מערכות מוחלטת,66,20536,1863,קריטית,כן
07/06/2009,"ארה""ב",צפון אמריקה,הוריקן,דרגה 2,10541,קריסת מערכות מוחלטת,95,27178,1583,קריטית,כן
15/08/2024,הודו,אסיה,הוריקן,דרגה 1,1639,קריסת מערכות מוחלטת,219,456,251,קריטית,כן
13/01/2015,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,5483,קריסת מערכות מוחלטת,118,2407,1485,קריטית,כן
11/12/2022,אוסטרליה,אוקיאניה,הוריקן,דרגה 2,9720,קריסת מערכות מוחלטת,190,45616,743,קריטית,כן
02/03/2020,"ארה""ב",צפון אמריקה,הוריקן,דרגה 1,14849,קריסת מערכות מוחלטת,111,41149,635,קריטית,כן
12/03/2010,קנדה,צפון אמריקה,הוריקן,דרגה 5,2866,קריסת מערכות מוחלטת,219,9104,500,קריטית,כן
17/02/2004,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,13607,קריסת מערכות מוחלטת,70,7747,301,קריטית,כן
18/03/2012,הודו,אסיה,הוריקן,דרגה 2,1940,קריסת מערכות מוחלטת,57,27886,959,קריטית,כן
24/03/2004,אוסטרליה,אוקיאניה,הוריקן,דרגה 1,13453,קריסת מערכות מוחלטת,118,5895,652,קריטית,כן
16/02/2014,"ארה""ב",צפון אמריקה,הוריקן,דרגה 5,9105,קריסת מערכות מוחלטת,247,11277,200,קריטית,כן
31/01/2016,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,4550,קריסת מערכות מוחלטת,19,16337,826,קריטית,כן
13/07/2002,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,13640,קריסת מערכות מוחלטת,261,49636,1331,קריטית,כן
23/07/2013,קנדה,צפון אמריקה,הוריקן,דרגה 5,9627,קריסת מערכות מוחלטת,9,6169,351,קריטית,כן
13/08/2010,איטליה,אירופה,הוריקן,דרגה 5,5574,קריסת מערכות מוחלטת,299,9121,903,קריטית,כן
26/11/2005,הודו,אסיה,הוריקן,דרגה 2,14674,קריסת מערכות מוחלטת,45,41910,1269,קריטית,כן
13/05/2022,מקסיקו,צפון אמריקה,הוריקן,דרגה 1,5570,קריסת מערכות מוחלטת,193,18842,947,קריטית,כן
17/02/2022,יפן,אסיה,הוריקן,דרגה 1,5240,קריסת מערכות מוחלטת,162,48369,1468,קריטית,כן
08/06/2014,הודו,אסיה,הוריקן,דרגה 1,6592,קריסת מערכות מוחלטת,44,10107,1589,קריטית,כן
07/12/2016,יפן,אסיה,הוריקן,דרגה 3,4113,קריסת מערכות מוחלטת,208,27312,358,קריטית,כן
08/07/2002,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,12741,קריסת מערכות מוחלטת,228,25303,106,קריטית,כן
12/08/2010,צ'ילה,דרום אמריקה,הוריקן,דרגה 2,6503,קריסת מערכות מוחלטת,223,28837,1165,קריטית,כן
10/03/2025,הודו,אסיה,הוריקן,דרגה 5,11091,קריסת מערכות מוחלטת,80,3514,522,קריטית,כן
21/09/2000,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,12131,קריסת מערכות מוחלטת,82,46090,1688,קריטית,כן
07/04/2015,צ'ילה,דרום אמריקה,הוריקן,דרגה 5,6765,קריסת מערכות מוחלטת,32,38323,1208,קריטית,כן
05/10/2012,צ'ילה,דרום אמריקה,הוריקן,דרגה 4,14784,קריסת מערכות מוחלטת,253,6105,1045,קריטית,כן
09/02/2015,אינדונזיה,אסיה,הוריקן,דרגה 1,4853,קריסת מערכות מוחלטת,203,22376,1331,קריטית,כן
18/02/2019,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,11128,קריסת מערכות מוחלטת,71,33209,1112,קריטית,כן
08/03/2007,הודו,אסיה,הוריקן,דרגה 2,13149,קריסת מערכות מוחלטת,44,35149,818,קריטית,כן
18/07/2010,קנדה,צפון אמריקה,הוריקן,דרגה 1,3665,קריסת מערכות מוחלטת,160,35982,1244,קריטית,כן
20/11/2002,יפן,אסיה,הוריקן,דרגה 1,6847,קריסת מערכות מוחלטת,92,24475,1885,קריטית,כן
07/04/2026,יפן,אסיה,הוריקן,דרגה 3,1737,קריסת מערכות מוחלטת,275,4413,116,קריטית,כן
28/11/2011,טורקיה,אירופה,הוריקן,דרגה 4,9109,קריסת מערכות מוחלטת,242,25415,704,קריטית,כן
02/11/2011,אינדונזיה,אסיה,הוריקן,דרגה 3,3719,קריסת מערכות מוחלטת,160,18134,1429,קריטית,כן
14/04/2018,קנדה,צפון אמריקה,הוריקן,דרגה 4,6641,קריסת מערכות מוחלטת,65,48362,1498,קריטית,כן
03/02/2004,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,1324,קריסת מערכות מוחלטת,177,17590,1173,קריטית,כן
29/03/2007,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,3695,קריסת מערכות מוחלטת,264,38103,200,קריטית,כן
17/10/2024,"ארה""ב",צפון אמריקה,הוריקן,דרגה 4,11486,קריסת מערכות מוחלטת,13,28246,1928,קריטית,כן
18/08/2010,איטליה,אירופה,הוריקן,דרגה 5,9042,קריסת מערכות מוחלטת,207,173,1267,קריטית,כן
25/09/2017,טורקיה,אירופה,הוריקן,דרגה 1,14466,קריסת מערכות מוחלטת,104,14184,1039,קריטית,כן
06/11/2021,איטליה,אירופה,הוריקן,דרגה 1,1744,קריסת מערכות מוחלטת,0,29003,794,קריטית,כן
16/10/2009,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,4416,קריסת מערכות מוחלטת,43,30849,1524,קריטית,כן
07/11/2011,אינדונזיה,אסיה,הוריקן,דרגה 4,2973,קריסת מערכות מוחלטת,213,47538,296,קריטית,כן
22/04/2006,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,10826,קריסת מערכות מוחלטת,181,37147,142,קריטית,כן
09/09/2013,טורקיה,אירופה,הוריקן,דרגה 2,8560,קריסת מערכות מוחלטת,254,19267,1552,קריטית,כן
23/08/2000,מקסיקו,צפון אמריקה,הוריקן,דרגה 2,5765,קריסת מערכות מוחלטת,275,36668,1476,קריטית,כן
10/12/2023,טורקיה,אירופה,הוריקן,דרגה 4,4752,קריסת מערכות מוחלטת,152,18213,1192,קריטית,כן
01/02/2019,הודו,אסיה,הוריקן,דרגה 2,6606,קריסת מערכות מוחלטת,191,48042,441,קריטית,כן
05/06/2019,יפן,אסיה,הוריקן,דרגה 5,5631,קריסת מערכות מוחלטת,292,5268,458,קריטית,כן
16/09/2011,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,3503,קריסת מערכות מוחלטת,65,46816,1960,קריטית,כן
23/11/2024,הודו,אסיה,הוריקן,דרגה 4,4509,קריסת מערכות מוחלטת,49,34731,464,קריטית,כן
20/09/2015,יפן,אסיה,הוריקן,דרגה 5,5818,קריסת מערכות מוחלטת,284,46210,1118,קריטית,כן
18/05/2021,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,12761,קריסת מערכות מוחלטת,173,49690,289,קריטית,כן
10/11/2024,איטליה,אירופה,הוריקן,דרגה 2,14062,קריסת מערכות מוחלטת,277,46364,10,קריטית,כן
14/07/2007,יפן,אסיה,הוריקן,דרגה 4,4615,קריסת מערכות מוחלטת,204,8261,1900,קריטית,כן
01/03/2026,מקסיקו,צפון אמריקה,הוריקן,דרגה 5,6825,קריסת מערכות מוחלטת,38,2752,1735,קריטית,כן
13/08/2023,איטליה,אירופה,הוריקן,דרגה 2,11416,קריסת מערכות מוחלטת,138,45522,774,קריטית,כן
26/07/2013,יפן,אסיה,הוריקן,דרגה 1,13846,קריסת מערכות מוחלטת,77,40392,1297,קריטית,כן
15/09/2011,קנדה,צפון אמריקה,הוריקן,דרגה 3,12483,קריסת מערכות מוחלטת,225,49447,235,קריטית,כן
14/07/2008,קנדה,צפון אמריקה,הוריקן,דרגה 1,14125,קריסת מערכות מוחלטת,139,21137,1343,קריטית,כן
27/09/2019,הודו,אסיה,הוריקן,דרגה 2,7104,קריסת מערכות מוחלטת,77,45770,1637,קריטית,כן
02/07/2013,מקסיקו,צפון אמריקה,הוריקן,דרגה 4,7011,קריסת מערכות מוחלטת,262,25900,1006,קריטית,כן
24/02/2016,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,6945,קריסת מערכות מוחלטת,186,27317,1659,קריטית,כן
24/08/2025,מקסיקו,צפון אמריקה,הוריקן,דרגה 3,7886,קריסת מערכות מוחלטת,288,18502,774,קריטית,כן
23/09/2012,טורקיה,אירופה,הוריקן,דרגה 2,12462,קריסת מערכות מוחלטת,152,46855,1527,קריטית,כן
21/04/2001,אינדונזיה,אסיה,הוריקן,דרגה 1,13693,קריסת מערכות מוחלטת,63,15775,1991,קריטית,כן
07/06/2015,"ארה""ב",צפון אמריקה,הוריקן,דרגה 3,3201,קריסת מערכות מוחלטת,149,13803,1025,קריטית,כן
19/03/2023,אוסטרליה,אוקיאניה,הוריקן,דרגה 3,4111,קריסת מערכות מוחלטת,157,3031,1899,קריטית,כן
06/02/2008,אוסטרליה,אוקיאניה,הוריקן,דרגה 5,13388,קריסת מערכות מוחלטת,199,11001,1253,קריטית,כן
20/06/2024,קנדה,צפון אמריקה,הוריקן,דרגה 3,6262,קריסת מערכות מוחלטת,300,29743,222,קריטית,כן
16/11/2000,טורקיה,אירופה,הוריקן,דרגה 5,9265,קריסת מערכות מוחלטת,80,45001,1490,קריטית,כן
06/07/2016,צ'ילה,דרום אמריקה,הוריקן,דרגה 3,3817,קריסת מערכות מוחלטת,282,47467,209,קריטית,כן
10/10/2003,יפן,אסיה,הוריקן,דרגה 5,14373,קריסת מערכות מוחלטת,66,42404,346,קריטית,כן
